ori,des,path,len,time_step
340,306,340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,25,2.0
7,325,7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,21,2.0
340,306,340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,26,2.0
15,325,15_34_33_31_357_40_50_20_23_73_22_329_89_281_325,15,2.0
91,4,91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,21,2.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,2.0
55,174,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174,24,2.0
144,392,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,16,2.0
345,203,345_169_369_168_374_156_157_176_177_189_191_193_181_223_214_297_203,17,2.0
283,392,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,27,2.0
206,392,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,15,2.0
78,8,78_49_364_46_41_378_381_352_1_127_408_71_26_341_8,15,2.0
390,240,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240,16,2.0
283,245,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_252_334_157_176_177_189_190_211_202_235_245,31,2.0
367,162,367_400_287_200_208_145_146_148_227_151_152_153_155_163_258_162,16,2.0
345,306,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,34,2.0
414,242,414_252_334_157_176_177_189_190_211_202_235_245_239_241_242,15,2.0
345,51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,25,2.0
345,88,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,27,2.0
345,51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,25,2.0
55,392,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,28,2.0
393,392,393_95_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,19,2.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,2.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,2.0
367,391,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,19,2.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,2.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,3.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
15,391,15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,22,3.0
367,162,367_400_287_200_208_145_146_148_227_151_152_153_155_163_258_162,16,3.0
324,240,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_239_240,19,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
390,325,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,28,3.0
324,147,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_147,20,3.0
55,174,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174,24,3.0
395,325,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,22,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
345,88,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,27,3.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
55,392,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,28,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
324,147,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_147,20,3.0
395,306,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_302_389_382_275_273_372_306,28,3.0
345,185,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_30_236_376_231_198_196_195_180_315_185,27,3.0
324,154,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154,25,3.0
395,325,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,22,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
212,325,212_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,26,3.0
395,325,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,22,3.0
55,185,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185,19,3.0
390,240,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240,16,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,3.0
28,392,28_143_65_27_72_409_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,28,3.0
390,13,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_337_358_380_379_38_36_249_13,27,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
198,242,198_196_195_180_315_184_183_177_189_190_211_202_235_245_239_241_242,17,3.0
324,147,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_147,20,3.0
395,196,395_7_340_27_72_409_366_351_248_30_236_376_231_198_196,15,3.0
395,306,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_21_84_81_117_301_382_275_273_372_306,27,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
390,88,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,26,3.0
390,240,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240,16,3.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,3.0
367,258,367_400_287_200_208_145_146_148_227_151_152_153_155_163_258,15,3.0
367,258,367_400_287_200_208_145_146_148_227_151_152_153_155_163_258,15,3.0
345,240,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_240,17,3.0
55,392,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,28,3.0
390,51,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,24,3.0
209,325,209_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,18,3.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,3.0
144,392,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,16,3.0
55,418,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418,21,3.0
55,197,55_132_134_52_360_0_366_351_248_30_236_376_231_198_197,15,3.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,3.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,3.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,3.0
345,306,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,34,3.0
16,51,16_238_400_286_235_246_34_33_31_357_40_49_364_48_44_51,16,3.0
390,4,390_344_168_374_156_157_176_177_188_146_148_227_151_152_154_4,16,3.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,3.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,3.0
345,23,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23,23,3.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,3.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,3.0
345,32,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_32,17,3.0
345,88,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_88,27,3.0
345,241,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_241,17,3.0
331,4,331_52_360_0_366_351_248_30_237_233_234_200_208_145_146_148_227_151_152_154_4,21,3.0
345,200,345_169_369_168_374_156_157_176_177_189_190_211_202_234_200,15,3.0
324,216,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_199_216,18,3.0
137,179,137_135_320_131_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179,22,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
15,392,15_34_33_30_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,22,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
93,8,93_78_49_364_46_41_378_381_352_1_127_408_71_26_341_8,16,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
324,8,324_326_280_397_385_91_85_314_347_83_78_49_364_46_41_378_381_352_1_127_408_71_26_341_8,25,4.0
345,51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,25,4.0
345,306,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,34,4.0
324,147,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_147,20,4.0
395,325,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325,22,4.0
395,80,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_21_84_80,20,4.0
283,392,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,27,4.0
324,325,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,31,4.0
395,324,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_324,22,4.0
55,418,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418,21,4.0
395,50,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_348_347_83_78_50,21,4.0
93,8,93_78_49_364_46_41_378_381_352_1_127_408_71_26_341_8,16,4.0
55,179,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179,20,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
324,240,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_239_240,19,4.0
324,253,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_173_257_253,29,4.0
395,306,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,27,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
324,200,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200,17,4.0
324,185,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185,22,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
202,325,202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,17,4.0
324,153,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_153,25,4.0
324,222,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_181_222,21,4.0
393,392,393_95_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,19,4.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,4.0
324,200,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200,17,4.0
331,179,331_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179,18,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
324,258,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_163_258,27,4.0
345,241,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_241,17,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
345,4,345_169_369_168_374_156_157_176_177_188_146_148_227_151_152_154_4,17,4.0
400,267,400_286_235_246_34_33_31_357_40_50_20_23_73_21_84_81_117_301_382_276_267,21,4.0
324,227,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227,22,4.0
390,8,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_46_41_378_381_352_1_127_408_71_26_341_8,33,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
390,240,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240,16,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
400,306,400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,23,4.0
55,185,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185,19,4.0
395,306,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,27,4.0
393,392,393_95_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,19,4.0
324,211,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_153_156_157_176_177_189_190_211,32,4.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,4.0
324,399,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_238_399,19,4.0
395,222,395_7_340_27_72_409_366_351_248_30_236_376_231_198_196_195_181_222,18,4.0
390,19,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19,21,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
413,240,413_250_410_411_184_183_177_189_190_211_202_235_245_239_240,15,4.0
395,306,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,27,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
55,418,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179_418,21,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
324,391,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_391,31,4.0
324,240,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_245_239_240,19,4.0
390,240,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_240,16,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
212,242,212_153_156_157_176_177_189_190_211_202_235_245_239_241_242,15,4.0
367,325,367_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,19,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
413,242,413_250_410_412_186_223_213_294_195_180_315_184_183_177_189_190_211_202_235_245_239_241_242,23,4.0
345,240,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_240,17,4.0
390,117,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_21_84_81_117,27,4.0
144,392,144_210_191_193_180_315_185_179_418_251_164_174_159_167_166_392,16,4.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,4.0
413,241,413_250_410_411_184_183_177_189_190_211_202_235_245_239_241,15,4.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
16,80,16_238_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80,18,4.0
413,241,413_250_410_411_184_183_177_189_190_211_202_235_245_239_241,15,4.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,4.0
55,179,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179,20,4.0
345,241,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_241,17,4.0
390,51,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,24,4.0
206,392,206_196_195_180_315_185_179_418_251_164_174_159_167_166_392,15,4.0
345,241,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_241,17,4.0
283,4,283_21_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,22,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
345,203,345_169_369_168_374_156_157_176_177_189_191_193_181_223_214_297_203,17,4.0
55,185,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185,19,4.0
345,325,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,29,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
367,306,367_400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,25,4.0
283,4,283_21_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,22,4.0
283,392,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,27,4.0
345,271,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_277_271,32,4.0
390,241,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239_241,16,4.0
390,239,390_344_168_374_156_157_176_177_189_190_211_202_235_245_239,15,4.0
283,4,283_21_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,22,4.0
300,392,300_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,16,4.0
367,418,367_400_286_235_246_34_33_30_236_376_231_198_196_195_180_315_185_179_418,19,4.0
283,181,283_21_85_314_347_83_77_75_310_236_376_231_198_196_195_181,16,4.0
345,240,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_240,17,4.0
283,4,283_21_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,22,4.0
55,179,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196_195_180_315_185_179,20,4.0
47,306,47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,16,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
414,19,414_252_334_157_176_177_189_190_211_202_235_246_34_33_31_357_40_50_19,19,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
367,392,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_392,19,4.0
345,392,345_169_369_168_374_156_157_176_177_189_191_193_180_315_185_179_418_251_164_174_159_167_166_392,24,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
345,240,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_240,17,4.0
367,391,367_400_287_200_208_145_146_148_227_151_152_153_155_164_174_159_167_166_391,19,4.0
324,4,324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_234_200_208_145_146_148_227_151_152_154_4,26,4.0
345,241,345_169_369_168_374_156_157_176_177_189_190_211_202_235_245_239_241,17,4.0
15,325,15_34_33_31_357_40_50_20_23_73_22_329_89_281_325,15,4.0
324,392,324_326_280_397_385_91_85_314_347_83_77_75_310_236_376_231_198_196_195_180_315_185_179_418_251_164_174_159_167_166_392,31,4.0
55,196,55_132_134_52_360_0_366_351_248_30_236_376_231_198_196,15,4.0
